2571,1198
2563,1190
2555,1182
2547,1174
2539,1166
2531,1158
2539,1150
2531,1158
2523,1150
2531,1142
2523,1150
2515,1158
2523,1150
2515,1158
2523,1150
2515,1142
2523,1134
2531,1126
2539,1118
2547,1110
2555,1102
2547,1110
2555,1102
2547,1094
2539,1086
2531,1078
2523,1070
2515,1062
2523,1070
2531,1062
2523,1054
2515,1046
2507,1038
2499,1030
2507,1022
2515,1014
2523,1022
2531,1030
2523,1022
2515,1014
2507,1022
2515,1030
2523,1022
2515,1014
2507,1006
2515,1014
2523,1022
2515,1014
2507,1006
2515,1014
2523,1022
2515,1014
2523,1022
2515,1030
2523,1022
2515,1030
2523,1038
2531,1030
2539,1038
2547,1046
2555,1038
2563,1030
2555,1022
2563,1014
2571,1006
2579,1014
2587,1006
2595,998
2603,1006
2611,1014
2619,1022
2627,1030
2635,1038
2643,1046
2635,1054
2627,1062
2619,1070
2627,1078
2635,1086
2643,1078
2635,1086
2627,1094
2635,1102
2627,1094
2619,1102
2627,1094
2635,1086
2627,1078
2635,1070
2627,1078
2635,1070
2643,1078
2635,1070
2643,1078
2651,1070
2659,1078
2667,1086
2659,1078
2667,1070
2659,1078
2651,1086
2659,1078
2651,1070
2659,1062
2651,1070
2643,1062
2635,1054
2643,1046
2635,1054
2643,1046
2635,1054
2643,1046
2635,1038
2627,1046
2619,1054
2611,1062
2603,1070
2595,1078
2603,1086
2595,1078
2587,1070
2595,1062
2587,1054
2595,1046
2587,1054
2579,1046
2587,1038
2579,1046
2587,1038
2595,1030
2603,1022
2595,1014
2587,1006
2579,998
2571,1006
2563,1014
2555,1022
2547,1030
2539,1022
2547,1014
2555,1006
2563,1014
2571,1022
2579,1030
2571,1022
2563,1014
2571,1006
2563,998
2555,990
2547,998
2539,990
2547,998
2539,1006
2531,1014
2539,1006
2531,1014
2539,1006
2531,1014
2539,1006
2531,1014
2539,1006
2531,998
2523,1006
2515,998
2523,1006
2515,998
2507,1006
2499,998
2507,990
2499,982
2507,990
2499,982
2491,974
2499,982
2507,990
2515,998
2507,990
2499,998
2507,1006
2515,1014
2523,1006
2515,998
2507,1006
2515,998
2523,1006
2515,998
2507,1006
2515,998
2507,1006
2515,998
2523,1006
2515,998
