x,y
859,619
867,627
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
875,635
883,643
