x,y
1772,86
1780,78
1788,70
1780,78
1788,70
1780,78
1788,70
1780,78
1772,70
1764,78
1772,70
1780,78
1788,70
1796,78
1788,70
1796,78
1788,70
1796,78
1788,70
1796,78
1788,70
1796,78
1804,70
1812,78
1820,70
1828,78
1836,70
1844,78
1852,70
1860,78
1868,70
1876,78
1884,70
1892,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1900,70
1908,78
1916,70
1924,78
1916,70
1924,78
1916,70
1924,78
1916,70
1924,78
1916,70
1924,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1948,86
1956,94
1964,102
1956,94
1948,102
1940,94
1948,102
1940,94
1948,102
1956,110
1948,102
1940,110
1948,102
1940,110
1948,102
1940,110
1948,102
1940,110
1948,102
1940,110
1948,102
1940,110
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1940,94
1948,102
1956,110
1948,102
1940,94
1948,102
1956,110
1948,102
1956,110
1948,102
1956,110
1948,102
1956,110
1948,102
1956,110
1948,102
1956,110
1948,102
1956,110
1948,102
1956,110
1948,102
1940,94
1948,102
1940,94
1948,102
1956,110
1964,102
1972,110
1964,118
1956,110
1964,118
1956,110
1964,118
1956,110
1964,118
1956,110
1964,118
1956,110
1964,118
1956,110
1964,118
1956,110
1964,118
1956,110
1964,118
1956,110
1964,118
1956,110
1964,118
1956,110
1964,118
1956,110
1964,118
1956,110
1964,118
1956,110
1964,118
1956,110
1964,118
1956,110
1964,118
1956,110
1964,118
1972,126
1964,118
1972,126
1964,118
1956,110
1964,118
1956,110
1964,118
1956,110
1964,118
1956,110
1964,118
1956,110
1964,118
1972,126
1964,118
1972,126
1964,118
1972,126
1964,118
1972,126
1964,118
1972,126
1964,118
1956,110
1964,118
1956,110
1964,118
1972,126
1964,118
1972,126
1964,118
1972,126
1964,118
1956,110
1964,118
1972,126
1964,118
1956,110
1964,118
1972,126
1964,118
1972,126
1964,118
1956,110
1964,118
1972,126
1964,118
1956,110
1964,118
1972,126
1964,118
1972,126
1964,118
1972,126
1964,118
1972,126
1964,118
1972,126
1964,118
1972,126
1964,118
1972,126
1964,118
1972,126
1964,118
1972,126
1964,118
1956,110
1964,118
1956,110
1964,118
1972,126
1964,134
1956,142
1948,134
1940,126
1948,118
1956,110
1948,102
1940,94
1932,86
1940,94
1948,102
1940,94
1932,86
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1940,78
1932,70
1924,78
1932,70
1940,78
1932,70
1940,78
1932,70
1924,78
1932,70
1940,78
1932,70
1924,78
1932,70
1940,78
1932,70
1924,78
1932,70
1924,78
1932,70
1940,78
1932,70
1924,78
1932,70
1940,78
1932,70
1924,78
1932,70
1940,78
1932,70
1924,78
1932,70
1924,78
1932,70
1940,78
1932,70
1924,78
1932,70
1924,78
1932,70
1940,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1940,78
1932,70
1924,78
1932,70
1940,78
1932,70
1924,78
1932,70
1924,78
1932,70
1940,78
1932,70
1924,78
1932,70
1924,78
1932,70
1940,78
1932,70
1924,78
1932,70
1940,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1924,78
1932,70
1940,78
1932,70
1924,78
1932,70
1924,78
1932,70
1940,78
1932,70
1924,78
1932,70
1924,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1924,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1924,78
1916,86
1924,94
1932,86
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
1932,70
1940,78
