2384,959
2376,951
2368,943
2360,935
2352,927
2344,935
2336,943
2328,951
2320,959
2312,951
2304,943
2312,951
2304,943
2312,951
2304,943
2312,951
2304,943
2312,951
2304,943
2312,951
2304,943
2312,951
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,951
2304,959
2296,951
2304,959
2296,951
2304,959
2296,951
2304,959
2296,951
2304,959
2296,967
2304,975
2312,983
2304,991
2296,999
2304,1007
2296,1015
2304,1023
2296,1031
2304,1039
2296,1047
2288,1055
2280,1063
2288,1071
2296,1079
2304,1087
2296,1079
2288,1071
2280,1063
2272,1055
2280,1047
2288,1055
2296,1063
2288,1071
2280,1063
2272,1055
2280,1063
2272,1055
2280,1047
2288,1039
2296,1031
2304,1023
2312,1015
2304,1023
2312,1015
2304,1023
2312,1015
2320,1023
2312,1031
2304,1039
2312,1047
2320,1055
2328,1063
2320,1055
2328,1063
2320,1055
2312,1047
2304,1039
2296,1047
2288,1039
2296,1047
2288,1039
2296,1047
2288,1039
2296,1047
2288,1039
2296,1031
2304,1023
2312,1031
2320,1039
2312,1031
2320,1039
2312,1031
2320,1039
2312,1031
2320,1039
2312,1031
2320,1039
2328,1047
2320,1039
2312,1031
2320,1039
2312,1047
2304,1039
2296,1031
2304,1023
2312,1031
2304,1023
2312,1031
2320,1023
2328,1031
2320,1039
2312,1031
2304,1023
2312,1031
2304,1023
2312,1031
2320,1023
2328,1031
2320,1023
2312,1015
2304,1023
2312,1031
2320,1023
2312,1015
2304,1023
2312,1031
2304,1023
2312,1031
2304,1023
2312,1031
2304,1023
2312,1031
2304,1023
2312,1031
2304,1023
2312,1031
2304,1023
2296,1031
2288,1023
2296,1031
2304,1023
2296,1031
2304,1023
2296,1015
2304,1007
2312,1015
2304,1023
2312,1031
2304,1023
2296,1015
2304,1007
2296,1015
2304,1007
2296,1015
2304,1007
2312,1015
2304,1023
2296,1015
2304,1007
2296,999
2288,1007
2296,1015
2304,1007
2296,1015
2304,1023
2296,1015
2304,1007
2296,999
2288,991
2280,999
2288,1007
2296,999
2288,991
2280,999
2288,1007
2296,999
2304,1007
2296,999
2288,991
2280,999
2288,1007
2296,999
2288,991
2280,999
2272,1007
2264,1015
2272,1023
2280,1031
2288,1039
2280,1047
2272,1055
2264,1063
2256,1071
2248,1079
2240,1087
2232,1095
2224,1103
2216,1095
2208,1087
2200,1079
2192,1087
2184,1095
2176,1103
2168,1111
2160,1103
2152,1095
2144,1087
2136,1079
2128,1087
2120,1095
2112,1103
2104,1111
2096,1119
2088,1127
2080,1135
2072,1143
2064,1135
2056,1143
2048,1135
2040,1127
2032,1119
2024,1111
2016,1103
2008,1111
2000,1119
2008,1111
2000,1119
2008,1111
2016,1103
2024,1111
2016,1103
2008,1111
2016,1103
2008,1095
2000,1103
1992,1111
2000,1103
1992,1095
1984,1103
1992,1111
2000,1119
1992,1127
1984,1135
1976,1143
1984,1151
1976,1143
