x,y
831,792
839,784
847,776
855,768
863,760
871,752
879,744
887,736
895,728
903,720
911,712
919,704
927,696
935,688
943,680
951,672
959,664
967,656
975,648
983,640
991,632
999,624
1007,616
1015,608
1023,600
1031,592
1039,584
1047,576
1055,568
1063,560
1071,552
1079,544
1087,536
1095,528
1103,520
1111,512
1119,504
1127,496
1135,488
1143,480
1151,472
1159,464
1167,456
1175,448
1183,440
1191,432
1199,424
1207,416
1215,408
1223,400
1231,392
1239,384
1247,376
1255,368
1263,360
1271,352
1279,344
1287,336
1295,328
1303,320
1311,312
1319,304
1327,296
1335,288
1343,280
1351,272
1359,264
1367,256
1375,248
1383,240
1391,232
1399,224
1407,216
1415,208
1423,200
1431,192
1439,184
1447,176
1455,168
1463,160
1471,152
1479,144
1487,136
1495,128
1503,120
1511,112
1519,104
1527,96
1535,88
1543,80
1551,72
1559,64
1567,72
1575,80
1583,88
1591,96
1599,104
1607,112
1615,120
1623,128
1631,136
1639,144
1647,152
1655,160
1663,168
1671,176
1679,184
1687,192
1695,200
1703,208
1711,216
1719,224
1727,232
1735,240
1743,248
1751,256
1759,264
1767,272
1775,280
1783,288
1791,296
1799,304
1807,312
1815,320
1823,328
1831,336
1839,344
1847,352
1855,360
1863,368
1871,376
1879,384
1887,392
1895,400
1903,408
1911,416
1919,424
1927,432
1935,440
1943,448
1951,456
1959,464
1967,472
1975,480
1983,488
1991,496
1999,504
2007,512
2015,520
2023,528
2031,536
2039,544
2047,552
2055,560
2063,568
2071,576
2079,584
2087,592
2095,600
2103,608
2111,616
2119,624
2127,632
2135,640
2143,648
2151,656
2159,664
2167,672
2175,680
2183,688
2191,696
2199,704
2207,712
2215,720
2223,728
2231,736
2239,744
2247,752
2255,760
2263,768
2271,776
2279,784
2287,792
2295,800
2303,808
2311,816
2319,824
2327,832
2335,840
2343,848
2351,856
2359,864
2367,872
2375,880
2383,888
2391,896
2399,904
2407,912
2415,920
2423,928
2431,936
2439,944
2447,952
2455,960
2463,968
2471,976
2479,984
2487,992
2495,1000
2503,1008
2511,1016
2519,1024
2527,1032
2535,1040
2543,1048
2551,1056
2559,1064
2567,1072
2575,1080
2583,1088
2591,1096
2599,1104
2607,1112
2615,1120
2623,1128
2631,1136
2639,1144
2647,1152
2655,1160
2663,1168
2671,1176
2679,1184
2687,1192
2695,1200
2703,1208
2711,1216
2719,1224
2727,1232
2735,1240
2743,1248
2751,1256
2759,1264
2767,1272
2775,1280
2783,1288
2791,1296
2799,1304
2807,1312
2815,1320
2807,1328
2799,1336
2791,1344
2783,1352
2775,1360
2767,1368
2759,1376
2751,1368
2743,1360
2735,1352
2727,1344
2719,1336
2711,1328
2703,1320
2695,1312
2687,1304
2679,1296
2671,1288
2663,1280
2655,1272
2647,1264
2639,1256
2631,1248
2623,1240
2615,1232
2607,1224
2599,1216
2591,1208
2583,1200
2575,1192
2567,1184
2559,1176
2551,1168
2543,1160
2535,1152
2527,1144
2519,1136
2511,1128
2503,1120
2495,1112
2487,1104
2479,1096
2471,1088
2463,1080
2455,1072
2447,1064
2439,1056
2431,1048
2423,1040
2415,1032
2407,1024
2399,1016
2391,1008
2383,1000
2375,992
2367,984
2359,976
2351,968
2343,960
2335,952
2327,944
2319,936
2311,928
2303,920
2295,912
2287,904
2279,896
2271,888
2263,880
2255,872
2247,864
2239,856
2231,848
2223,840
2215,832
2207,824
2199,816
2191,808
2183,800
2175,792
2167,784
2159,776
2151,768
2143,760
2135,752
2127,744
2119,736
2111,728
2103,720
2095,712
2087,704
2079,696
2071,688
2063,680
2055,672
2047,664
2039,656
2031,648
2023,640
2015,632
2007,624
1999,616
1991,608
1983,600
1975,592
1967,584
1959,576
1951,568
1943,560
1935,552
1927,544
1919,536
1911,528
1903,520
1895,512
1887,504
1879,496
1871,488
1863,480
1855,472
1847,464
1839,456
1831,448
1823,440
1815,432
1807,424
1799,416
1791,408
1783,400
1775,392
1767,384
1759,376
1751,368
1743,360
1735,352
1727,344
1719,336
1711,328
1703,320
1695,312
1687,304
1679,296
1671,288
1663,280
1655,272
1647,264
1639,256
1631,248
1623,240
1615,232
1607,224
1599,216
1591,208
1583,200
1575,192
1567,184
1559,176
1551,168
1543,160
1535,152
1527,144
1519,136
1511,128
1503,120
1495,112
1487,104
1479,96
1471,88
1463,80
1455,72
1447,64
1439,72
1431,80
1423,88
1415,96
1407,104
1399,112
1391,120
1383,128
1375,136
1367,144
1359,152
1351,160
1343,168
1335,176
1327,184
1319,192
1311,200
1303,208
1295,216
1287,224
1279,232
1271,240
1263,248
1255,256
1247,264
1239,272
1231,280
1223,288
1215,296
1207,304
1199,312
1191,320
1183,328
1175,336
1167,344
1159,352
1151,360
1143,368
1135,376
1127,384
1119,392
1111,400
1103,408
1095,416
1087,424
1079,432
1071,440
1063,448
1055,456
1047,464
1039,472
1031,480
1023,488
1015,496
1007,504
999,512
991,520
983,528
975,536
967,544
959,552
951,560
943,568
935,576
927,584
919,592
911,600
903,608
895,616
887,624
879,632
871,640
863,648
855,656
847,664
839,672
831,680
823,688
815,696
807,704
799,712
791,720
783,728
775,736
767,744
759,752
751,760
743,768
735,776
727,784
719,792
711,800
703,808
695,816
687,824
679,832
671,840
663,848
655,856
647,864
639,872
631,880
623,888
615,896
607,904
599,912
591,920
583,928
575,936
567,944
559,952
551,960
543,968
535,976
527,984
519,992
511,1000
503,1008
495,1016
487,1024
479,1032
471,1040
463,1048
455,1056
447,1064
439,1072
431,1080
423,1088
415,1096
407,1104
399,1112
391,1120
383,1128
375,1136
367,1144
359,1152
351,1160
343,1168
335,1176
327,1184
319,1192
311,1200
303,1208
295,1216
287,1224
279,1232
271,1240
263,1248
255,1256
247,1264
239,1272
231,1280
223,1288
215,1296
207,1304
199,1312
191,1320
183,1328
175,1336
167,1344
159,1352
151,1360
143,1368
135,1376
127,1368
119,1360
111,1352
103,1344
95,1336
87,1328
79,1320
71,1312
63,1304
71,1296
79,1288
87,1280
95,1272
103,1264
111,1256
119,1248
127,1240
135,1232
143,1224
151,1216
159,1208
167,1200
175,1192
183,1184
191,1176
199,1168
207,1160
215,1152
223,1144
231,1136
239,1128
247,1120
255,1112
263,1104
271,1096
279,1088
287,1080
295,1072
303,1064
311,1056
319,1048
327,1040
335,1032
343,1024
351,1016
359,1008
367,1000
375,992
383,984
391,976
399,968
407,960
415,952
423,944
431,936
439,928
447,920
455,912
463,904
471,896
479,888
487,880
495,872
503,864
511,856
519,848
527,840
535,832
543,824
551,816
559,808
567,800
575,792
583,784
591,776
599,768
607,760
615,752
623,744
631,736
639,728
647,720
655,712
663,704
671,696
679,688
687,680
695,672
703,664
711,656
719,648
727,640
735,632
743,624
751,616
759,608
767,600
775,592
783,584
791,576
799,568
807,560
815,552
823,544
831,536
839,528
847,520
855,512
863,504
871,496
879,488
887,480
895,472
903,464
911,456
919,448
927,440
935,432
943,424
951,416
959,408
967,400
975,392
983,384
991,376
999,368
1007,360
1015,352
1023,344
1031,336
1039,328
1047,320
1055,312
1063,304
1071,296
1079,288
1087,280
1095,272
1103,264
1111,256
1119,248
1127,240
1135,232
1143,224
1151,216
1159,208
1167,200
1175,192
1183,184
1191,176
1199,168
1207,160
1215,152
1223,144
1231,136
1239,128
1247,120
1255,112
1263,104
1271,96
1279,88
1287,80
1295,72
1303,64
1311,72
1319,80
1327,88
1335,96
1343,104
1351,112
1359,120
1367,128
1375,136
1383,144
1391,152
1399,160
1407,168
1415,176
1423,184
1431,192
1439,200
1447,208
1455,216
1463,224
1471,232
1479,240
1487,248
1495,256
1503,264
1511,272
1519,280
1527,288
1535,296
1543,304
1551,312
1559,320
1567,328
1575,336
1583,344
1591,352
1599,360
1607,368
1615,376
1623,384
1631,392
1639,400
1647,408
1655,416
1663,424
1671,432
1679,440
1687,448
1695,456
1703,464
1711,472
1719,480
1727,488
1735,496
1743,504
1751,512
1759,520
1767,528
1775,536
1783,544
1791,552
1799,560
1807,568
1815,576
1823,584
1831,592
1839,600
1847,608
1855,616
1863,624
1871,632
1879,640
1887,648
1895,656
1903,664
1911,672
1919,680
1927,688
1935,696
1943,704
1951,712
1959,720
1967,728
1975,736
1983,744
1991,752
1999,760
2007,768
2015,776
2023,784
2031,792
2039,800
2047,808
2055,816
2063,824
2071,832
2079,840
2087,848
2095,856
2103,864
2111,872
2119,880
2127,888
2135,896
2143,904
2151,912
2159,920
2167,928
2175,936
2183,944
2191,952
2199,960
2207,968
2215,976
2223,984
2231,992
2239,1000
2247,1008
2255,1016
2263,1024
2271,1032
2279,1040
2287,1048
2295,1056
2303,1064
2311,1072
2319,1080
2327,1088
2335,1096
2343,1104
2351,1112
2359,1120
2367,1128
2375,1136
2383,1144
2391,1152
2399,1160
2407,1168
2415,1176
2423,1184
2431,1192
2439,1200
2447,1208
2455,1216
2463,1224
2471,1232
2479,1240
2487,1248
2495,1256
2503,1264
2511,1272
2519,1280
2527,1288
2535,1296
2543,1304
2551,1312
2559,1320
2567,1328
2575,1336
2583,1344
2591,1352
2599,1360
2607,1368
2615,1376
2607,1368
2599,1360
