x,y
2384,959
2376,951
2368,943
2360,935
2352,927
2344,919
2336,911
2328,919
2320,911
2312,903
2304,911
2296,919
2304,927
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2288,927
2296,935
2288,927
2296,935
2288,927
2296,935
2288,927
2296,935
2288,927
2296,935
2288,927
2296,935
2288,927
2296,935
2288,927
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2296,935
2304,943
2312,951
2304,943
2312,951
2304,943
2312,951
2320,959
2328,967
2320,975
2312,967
2304,959
2296,951
2304,959
2296,951
2304,959
2296,951
2288,943
2296,951
2304,959
2296,951
2304,959
2296,951
2304,959
2296,951
2304,959
2296,951
2288,943
2296,951
2304,959
2296,951
2304,959
2296,951
2304,959
2296,951
2288,943
2296,951
2304,959
2296,951
2304,959
2296,951
2304,959
2296,951
2288,943
2296,951
2288,943
2296,951
2304,959
2296,951
2304,959
2296,951
2304,959
2296,951
2288,943
2296,951
2288,943
2296,951
2304,959
2296,951
2304,959
2296,951
2304,959
2296,951
2288,943
2296,951
2288,943
2296,951
2304,959
2296,951
2304,959
2296,951
2304,959
2296,951
2288,943
2296,951
2288,943
2296,951
2304,959
2296,951
2288,943
2296,951
2304,959
2296,951
2288,943
2296,951
2304,959
2296,951
2304,959
2296,951
2288,943
2296,951
2288,943
2296,951
2304,959
2296,951
2304,959
2296,951
2304,959
2296,951
2304,959
2296,951
2304,959
2296,951
2304,959
2296,951
2304,959
2296,951
2304,959
2296,951
2304,959
2296,951
2304,959
2296,951
2288,943
2296,951
2304,959
2296,951
2304,959
2296,951
