0.7887724,0.7111764,0.10732593,0.09509614
0.19849023,0.17455143,0.08265016,0.06410032
0.15097477,0.13935648,0.06675264,0.058707245
0.04080114,0.040947545,0.02367475,0.019940604
0.02239637,0.021073228,0.018441202,0.016472166
0.014607737,0.015167987,0.0094180135,0.00827954
0.008915866,0.009179807,0.0084350975,0.008568753
0.011819137,0.011053997,0.00789151,0.008952447
0.0073187617,0.0069317296,0.0056771818,0.005726602
0.010678554,0.01079835,0.0059735,0.006311635
0.016568298,0.014815197,0.017936323,0.019564291
0.013447474,0.013558564,0.011134697,0.013743893
0.020944908,0.02002868,0.010453467,0.011121184
0.011964672,0.012097672,0.0062505137,0.008285726
0.009458102,0.014013723,0.012134495,0.014405288
0.012215851,0.0147688985,0.0089155175,0.013036102
0.009981833,0.0129231345,0.012739632,0.015127592
0.009633495,0.019248433,0.0045275106,0.009992818
0.011161126,0.016454952,0.007500451,0.019786209
0.01302717,0.022484606,0.005743315,0.012853338
0.020166334,0.022835394,0.0063429372,0.018195195
0.011004102,0.018630384,0.0051810425,0.020700734
0.008710522,0.01905416,0.01051821,0.013783058
0.010027127,0.015109524,0.012714716,0.015882146
0.015347058,0.016539395,0.009501081,0.014429172
0.014378717,0.022396414,0.010993328,0.0185679
0.016736332,0.022697048,0.0056267693,0.023256049
0.028160313,0.03449837,0.011328401,0.021346916
0.011384247,0.015081244,0.012741223,0.027334275
0.010681793,0.016151592,0.0037658704,0.017372966
0.016282747,0.031036247,0.01347526,0.019258374
0.013410911,0.01791485,0.011990831,0.01749286
0.011724552,0.019106194,0.020507421,0.021440325
0.0093000345,0.020768361,0.0042104735,0.01689684
0.009620598,0.015353766,0.004753445,0.015582652
0.009485386,0.016795745,0.002506196,0.015553049
0.013312145,0.017418798,0.005444618,0.01485334
0.021470947,0.022228926,0.018201325,0.016633429
0.015159673,0.020484196,0.019892482,0.015907966
0.023494532,0.022559479,0.016224299,0.015279184
0.01927351,0.02002896,0.004895732,0.013413504
0.0117586255,0.013406918,0.016112208,0.013712421
0.020525228,0.024745211,0.01308474,0.015061425
0.012763767,0.014824562,0.016167765,0.014143565
0.010690264,0.012199802,0.011258257,0.014031035
0.025368208,0.025193632,0.01538847,0.0197105
0.009885991,0.011994207,0.011602502,0.014168116
0.008345765,0.008965857,0.015724706,0.019964302
0.030063268,0.048931714,0.017145567,0.01822616
0.020175265,0.017499253,0.021952309,0.023518741
0.024202079,0.019535355,0.016513087,0.015580143
0.027936708,0.020887595,0.0057430062,0.0053409557
0.0067560957,0.021461176,0.0061924807,0.012427745
0.019350436,0.021366114,0.018428862,0.012413392
0.019482454,0.017116403,0.002060682,0.012495173
0.008341989,0.018575678,0.018974436,0.014233288
0.025755858,0.023540828,0.014797884,0.013146702
0.020982146,0.02358631,0.016989166,0.011936874
0.019031093,0.016355876,0.0026616734,0.01356953
0.010249782,0.016966922,0.018405486,0.01394655
0.007880852,0.0071645686,0.01986916,0.015564158
0.0062861396,0.017766232,0.0019740541,0.0025414154
0.0053068697,0.00440835,0.016369814,0.013539676
0.0036170732,0.017965509,0.0018634989,0.0023303253
0.0038501618,0.00360359,0.022284014,0.018220231
0.0026935772,0.017968642,0.0017964934,0.0022597439
0.0029249305,0.002735729,0.005806662,0.008965292
0.021213546,0.020878004,0.012858951,0.009216204
0.0025820762,0.0025041017,0.0027260224,0.008627665
0.021398302,0.021097546,0.012698842,0.008740867
0.0025429728,0.0024778214,0.002179044,0.008493529
0.022705834,0.021794468,0.0123814335,0.008346226
0.004856808,0.0038630066,0.0028606134,0.009239261
0.011820056,0.021825025,0.014102327,0.010669629
0.02095182,0.019934272,0.013285525,0.0127054425
0.01319033,0.018345231,0.020986479,0.014595391
0.0020948693,0.0019063582,0.002558468,0.009737836
0.005622274,0.021273874,0.012883339,0.009397494
0.018808635,0.018386573,0.01212627,0.011929413
0.013238066,0.018460024,0.019750383,0.0142718805
0.0018811803,0.0017351055,0.0021066486,0.009286862
0.0030189226,0.020568056,0.0136055965,0.010154732
0.021817435,0.0192809,0.012406486,0.012319892
0.012624499,0.019664232,0.019481206,0.015802514
0.020351814,0.018365756,0.015675923,0.013347811
0.013113364,0.019329822,0.019365087,0.013892329
0.0015453927,0.0014713343,0.001320192,0.008183066
0.0027749385,0.02056799,0.014733814,0.011158605
0.019303702,0.01938311,0.01284309,0.013268002
0.019070862,0.021846373,0.018917972,0.015086362
0.015960835,0.015754629,0.01196754,0.011435912
0.018504128,0.022509236,0.018336032,0.014757597
0.017332852,0.016804041,0.012976174,0.011825388
0.019105192,0.01327642,0.01718742,0.014035912
0.01992234,0.017406294,0.014350529,0.012055412
0.014031949,0.014168745,0.019299872,0.014339025
0.0019532049,0.002373796,0.002447013,0.009297896
0.006233545,0.022115666,0.016353762,0.0114501575
0.020553824,0.018533258,0.011265346,0.011117779
0.014700105,0.015779052,0.01799971,0.012973747
0.0024040816,0.002719018,0.0020170058,0.00834095
0.0019789296,0.019848375,0.018127827,0.016018638
0.01960292,0.019178638,0.011801129,0.011835583
0.013814657,0.015507467,0.019368649,0.014402931
0.0024674567,0.00213318,0.0025653187,0.009310462
0.0016001153,0.019966641,0.016420726,0.012926703
0.019345041,0.019144064,0.012064716,0.0123384185
